TRU,START_DATE,END_DATE,STATUS_DESCRIPTION,STREET_ACTIVITY,PREMISE_NO,STREET_NAME,BOROUGH,ZIP_CODE,FACILITY_AKA,FACILITY_TYPE,BIN,BLOCK,LOT,CROSS_STREET_ON,CROSS_STREET_BETWEEN,CROSS_STREET_AND,BUILDING_OWNER_NAME,CONTRACTOR_NAME,AIR_MONITOR_NAME,ENTIRE_FLOOR,FLOOR,SECTION,ACM_TYPE,ACM_AMOUNT,ACM_UNIT,ABATEMENT_TYPE,PROCEDURE_NAME,LATITUDE,LONGITUDE,COMMUNITY_BOARD,COUNCIL_DISTRICT,CENSUS_TRACT,BBL,NTA
TRU5784BK17,12/20/2017 12:00:00 AM,12/10/2018 12:00:00 AM,Closed,No,260,Knickerbocker ave,Brooklyn,11237,,Other,3072742,03197,0034,,,,Eleven Stars LLC,"New Style Contractors, Inc.","A & B Inspection Services, Corp.",No,roof,parapet wall,tar,630,Square Feet,Removal,Exterior Vertical Surface,40.7025,-73.924853,4,34,429,3031970034,Bushwick North
TRU5845BK17,12/27/2017 12:00:00 AM,12/17/2018 12:00:00 AM,Closed,No,256,94th St,Brooklyn,11209,,Residence,3155445,06113,0024,,,,Rong Wu,"T L D Services, Inc.",Specialized United Services inc.,No,Basement,Storage room,VAT,580,Square Feet,Removal,Interior Foam,40.618164,-74.034245,10,43,54,3061130024,Bay Ridge
TRU5671MN18,04/10/2018 12:00:00 AM,03/22/2019 12:00:00 AM,Submitted,No,617,West 168th Street,Manhattan,10032,Georgian Apartments,Residence,1063382,02138,0095,,,,Yvonne Wojcicki,"ACA Environmental Services, Inc.",Omega Environmental Services Inc.,No,1st,Payroll Area 1,VAT and Mastic,1266,Square Feet,Removal,Interior Foam,40.841398,-73.94049,12,10,251,1021380095,Washington Heights South
TRU5223QN18,03/24/2018 12:00:00 AM,03/14/2019 12:00:00 AM,Submitted,No,28-44,31st. Street,Queens,11102,,Residence,4007693,00595,0031,,,,Livadi Realty LLC,L.T.S. Construction Inc.,"SAI Environmental Consultants, Inc.",No,Roof,Parapet wall,Tar,100,Square Feet,Removal,Exterior Vertical Surface,40.767537,-73.920874,1,22,71,4005950031,Old Astoria
TRU6231MN17,12/28/2017 12:00:00 AM,12/14/2018 12:00:00 AM,Submitted,No,1516,First Ave,Manhattan,10075,,Other,1050345,01559,0002,,,,UES Associates LLC,New York Insulation Inc.,"GCI Environmental Advisory, Inc.",No,Roof,Main  Roof,Bulkhead Tar,100,Square Feet,Removal,Exterior Vertical Surface,40.77249,-73.952567,8,5,136,1015590002,Yorkville
TRU5089BX18,02/15/2018 12:00:00 AM,01/31/2019 12:00:00 AM,Closed,No,2502,Lorillard Place,Bronx,10458,IS 45X,School,2011937,03067,0001,,,,NYC School Construction Authority (NYCSCA),A Quest Corporation,"Taylor Environmental Group, Inc.",No,4,Stairway E Landing,VAT,243,Square Feet,Removal,Interior Foam,40.859034,-73.886913,6,15,387,2030670001,Belmont
TRU5302MN18,02/19/2018 12:00:00 AM,02/08/2019 12:00:00 AM,Closed,No,61,Broadway,Manhattan,10006,,Residence,1000808,00021,0001,,,,RXR 61 Broadway Owner LLC,"The Asbestos Contractor, Inc.","Consulting And Testing Services, Inc.",No,32,South,Ceiling Plaster,35,Square Feet,Removal,Tent,40.706995,-74.012335,1,1,13,1000210001,Battery Park City-Lower Manhattan
TRU6210MN17,12/26/2017 12:00:00 AM,12/12/2018 12:00:00 AM,Submitted,No,40,West 4th Street,Manhattan,10012,NYU Tisch Hall,Other,1077346,00535,0001,,,,German Roa,JVN Restoration Inc.,Airtek Environmental Corporation,No,7th,Office 713 / 714,Ceiling Spray-on Fireproofing,12,Square Feet,Removal,Tent,40.729267,-73.996006,2,1,5501,1005350001,West Village
TRU6239MN17,12/27/2017 12:00:00 AM,12/17/2018 12:00:00 AM,Closed,No,429,WEST 58TH STREET,Manhattan,10019,MOUNT SINAI WEST,Hospital,1082718,01068,0001,,,,MOUNT SINAI HEALTH SYSTEM,PAR Environmental Corporation,Advanced Environmental Corp.,No,6,MER,ACM GASKETS,29,Square Feet,Removal,Tent,40.769021,-73.986209,4,3,145,1010680001,Lincoln Square
TRU5017BX18,01/19/2018 12:00:00 AM,01/08/2019 12:00:00 AM,Closed,No,2750,Lafayette Avenue,Bronx,10465,X101,School,2080231,05547,0001,,,,NYC School Construction Authority (NYCSCA),ABC Construction Contracting Inc.,"Core Environmental Consultants, Inc.",No,3rd Floor,Stairs E 3rd Floor Landing,VAT/Mastic,110,Square Feet,Removal,Interior Foam,40.827471,-73.829753,10,13,152,2055470001,Schuylerville-Throgs Neck-Edgewater Park
TRU5451MN18,03/23/2018 12:00:00 AM,02/26/2019 12:00:00 AM,Postponed,No,16,EAST 89TH STREET,Manhattan,10128,ST. DAVIDS SCHOOL,School,1073030,01500,0062,,,,SAINT DAVIDS SCHOOL,PAR Environmental Corporation,Advanced Environmental Corp,No,4,CORRIDOR 410 D,WALL TAR,50,Square Feet,Removal,Tent,40.783136,-73.95825,8,4,15002,1015000062,Upper East Side-Carnegie Hill
TRU5245QN18,03/29/2018 12:00:00 AM,03/20/2019 12:00:00 AM,Submitted,No,255-01,Hillside Ave,Queens,11004,,Commercial,4179268,08767,0106,,,,KFC Development Corp.,Tristate Cleaning Solutions Inc.,"Environmental Management Services, Inc.",No,Roof,Middle,Field Roof,4,Square Feet,Removal,Exterior Foam,40.736402,-73.712697,13,23,157902,4087670106,Glen Oaks-Floral Park-New Hyde Park
TRU5288BK18,03/23/2018 12:00:00 AM,02/21/2019 12:00:00 AM,Submitted,No,1711,Coney Island Avenue,Brooklyn,11230,,Residence,3180776,06740,0056,,,,Shmuel Soleimani,"Alba Environmental, Inc.",Enviro-Pro Unltd Corp.,No,Basement,Basement. West and East Side,Floor Tiles,871,Square Feet,Removal,Interior Foam,40.615828,-73.963473,14,48,768,3067400056,Midwood
TRU5374MN18,02/27/2018 12:00:00 AM,02/18/2019 12:00:00 AM,Submitted,No,144,East 24th Street,Manhattan,10010,,Residence,1018055,00879,0054,,,,Slate Management,"The Asbestos Contractor, Inc.",Livingspring Environmental Services Inc.,No,1,South,window caulking,6,Square Feet,Removal,Exterior Vertical Surface,40.740028,-73.983949,6,2,68,1008790054,Gramercy
TRU6246MN17,12/26/2017 12:00:00 AM,12/17/2018 12:00:00 AM,Closed,No,530,Fifth Avenue,Manhattan,10036,,Commercial,1034227,01260,7503,,,,"RXR Construction & Development, LLC","Incinia Contracting, Inc.","Consulting And Testing Services, Inc.",No,16th,Bathrooms,Pipe Insulation,60,Linear Feet,Removal,Tent,40.754879,-73.979877,5,4,96,1012607503,Midtown-Midtown South
TRU5003MN18,02/12/2018 12:00:00 AM,01/01/2019 12:00:00 AM,Submitted,No,301,Park Avenue,Manhattan,10022,,Commercial,1084771,01304,7501,,,,AB Stable LLC,Pal Environmental Safety Corp.,"Hillmann Consulting, LLC",Yes,15,,Duct Insulation,1213,Square Feet,Removal,DEP Variance,40.756648,-73.974358,5,4,100,1013047501,Turtle Bay-East Midtown
TRU5886BK17,01/15/2018 12:00:00 AM,12/26/2018 12:00:00 AM,Closed,No,266,Clinton Avenue,Brooklyn,11205,,Residence,3055024,01915,0053,,,,Rosie Perez,"Branch Restoration, Inc.","JLC Environmental Consultants, Inc.",No,1,Hallway,VAT/Mastic,13,Square Feet,Removal,Interior Foam,40.690281,-73.968253,2,35,195,3019150053,Clinton Hill
TRU5642MN18,04/02/2018 12:00:00 AM,03/19/2019 12:00:00 AM,Postponed,No,50,East 69th Street,Manhattan,10021,,Residence,1041269,01383,0040,,,,East Side Homestead LLC,"T L D Services, Inc.",Specialized United Services inc.,No,1st,"EXG MedicalCenter room,Exg w store room, Exg n cl center room, Exg E medical room closed",VAT & Mastic,695,Square Feet,Removal,Full Containment,40.769579,-73.966237,8,4,122,1013830040,Upper East Side-Carnegie Hill
TRU5233BK18,03/02/2018 12:00:00 AM,02/14/2019 12:00:00 AM,Submitted,No,84,Schaefer Street,Brooklyn,11207,PS 45 K,School,3079428,03427,0011,,,,NYC School Construction Authority (NYCSCA),U.S. Environmental Abatement Corp.,"SAI Environmental Consultants, Inc.",No,3rd,Room 324A,VAT / Mastic,800,Square Feet,Removal,Interior Foam,40.686746,-73.910693,4,37,401,3034270011,Bushwick South
TRU6229MN17,12/22/2017 12:00:00 AM,12/14/2018 12:00:00 AM,Submitted,No,40,Irving Place,Manhattan,10003,Washington Irving HS @ M460,School,1017828,00872,0057,,,,NYC School Construction Authority (NYCSCA),Adam's European Contracting inc.,New York Environmental & Material Testing,No,Roof,"Building Addition, Roof 13 (Line #786)",Metal Counter Flashing Caulk,15,Square Feet,Removal,Exterior Vertical Surface,40.735494,-73.987659,6,2,50,1008720057,Gramercy
TRU5136MN18,05/14/2018 12:00:00 AM,01/21/2019 12:00:00 AM,Postponed,No,435,East 102nd Street,Manhattan,10029,East River Houses Bldg#10 GR1429265,Residence,1083942,01696,0001,,,,New York City Housing Authority (NYCHA),"Atco Contracting Group, Inc.",Amiantos LLC,No,Cellar,Meter Room,Electrical Box/rear panel transite backing,336,Square Feet,Removal,DEP Variance,40.786603,-73.940821,11,8,162,1016960001,East Harlem South
TRU6284MN17,01/15/2018 12:00:00 AM,12/21/2018 12:00:00 AM,Submitted,Yes,,,Manhattan,10013,,,,,,Worth Street,Hudson Street,Mott Street,"Consolidated Edison   Company of NY, Inc.","Delta Environmental, Inc.",Omega Environmental Services Inc.,No,Excavation,Church Street b/t Worth Street & Leonard Street,Pipe Insulation,100,Linear Feet,Removal,DEP Variance,,,,,,,
TRU5336BK18,03/15/2018 12:00:00 AM,03/01/2019 12:00:00 AM,Submitted,No,116,Bush Street,Brooklyn,11231,Red HooK East Bldg 10,Residence,3398223,00538,0001,,,,New York City Housing Authority (NYCHA),"New York Environmental Systems, Inc.",The ALC Group LLC dba ALC Environmental,No,5th,5D,VAT,548,Square Feet,Removal,VAT Protocol in NYCHA Apt,40.674692,-74.005498,6,38,85,3005380001,Carroll Gardens-Columbia Street-Red Hook
TRU5568MN18,04/13/2018 12:00:00 AM,03/11/2019 12:00:00 AM,Submitted,No,525,East 68th Street,Manhattan,10065,NYPH,Hospital,1084781,01480,0001,,,,The New York and Presbyterian Hospital,"ETS Contracting, Inc.",Lawrence Env LLC,No,2,F2 295A Corridor,duct insulation,120,Square Feet,Removal,Tent,40.764149,-73.955251,8,5,116,1014800001,Lenox Hill-Roosevelt Island
TRU5253BK18,02/28/2018 12:00:00 AM,02/15/2019 12:00:00 AM,Postponed,No,150,55TH STREET,Brooklyn,11220,,Hospital,3014856,00828,0001,,,,NYU HOSPITALS CENTER,PAR Environmental Corporation,"Environmental Planning & Management, Inc.",No,5,"PATIENT ROOMS 1, 2, 3 -RESTROOMS",PACM FLOOR WATERPROOFING MEMBRANE,70,Square Feet,Removal,DEP Variance,40.646941,-74.02093,7,38,22,3008280001,Sunset Park West
TRU5040SI18,03/02/2018 12:00:00 AM,02/21/2019 12:00:00 AM,Submitted,No,58,Summit Street,Staten Island,10307,P.S. 1 - R001,School,5107854,07898,0001,,,,NYC School Construction Authority (NYCSCA),"D & S Restoration, Inc.","SAI Environmental Consultants, Inc.",No,1st,Room 101,Floor Tiles,484,Square Feet,Removal,Interior Foam,40.509037,-74.244118,3,51,24401,5078980001,Charleston-Richmond Valley-Tottenville
TRU5276BX18,03/26/2018 12:00:00 AM,03/18/2019 12:00:00 AM,Submitted,No,3001,Valentine Avenue,Bronx,10458,,Residence,2017225,03307,0053,,,,NYSANDY4NBP 19 LLC,ESG Inc.,ATC Group Services LLC,No,Basement,Laundry Room,Pipe Insulation,59,Linear Feet,Removal,Tent & Glovebag,40.872372,-73.885582,7,11,413,2033070053,Bedford Park-Fordham North
TRU5469QN17,12/18/2017 12:00:00 AM,12/07/2018 12:00:00 AM,Closed,No,38-05,98 street,Queens,11368,,Other,4044020,01764,0001,,,,Transfiguaration of Christ Church,"NTM Enterprises, LLC",Athenica Environmental Services Inc.,No,1,East and West wall,waterproofing tar,1660,Square Feet,Removal,Full Containment,40.750043,-73.86789,3,21,409,4017640001,North Corona
TRU5164MN18,03/05/2018 12:00:00 AM,01/23/2019 12:00:00 AM,Postponed,No,150,5th Avenue,Manhattan,10011,,Commercial,1015478,00821,0041,,,,L&L Holding Company,New York Insulation Inc.,"Absolutely Clean Environment, Inc.",No,2,West Wing Phase 1A,Pipe Insulation,40,Linear Feet,Removal,Full Containment,40.739507,-73.99108,5,3,54,1008210041,Hudson Yards-Chelsea-Flatiron-Union Square
TRU6233MN17,01/18/2018 12:00:00 AM,12/14/2018 12:00:00 AM,Closed,No,240,East 46th Street,Manhattan,10017,,Residence,1071617,01319,7501,,,,240 East 46th Street Condominium,"Everest Construction Enterprises, Corp.","Avi Jay, Inc.",No,1st Floor,Front Side,Window Caulking,3,Square Feet,Removal,Exterior Vertical Surface,40.752901,-73.971613,6,4,90,1013197501,Turtle Bay-East Midtown
TRU6287MN17,01/03/2018 12:00:00 AM,12/21/2018 12:00:00 AM,Closed,No,1760,Lexington Avenue,Manhattan,10029,Clinton Houses Bldg 2,Residence,1078930,01637,0001,,,,New York City Housing Authority (NYCHA),"New York Environmental Systems, Inc.",The ALC Group LLC dba ALC Environmental,No,17th,17H,VAT,787,Square Feet,Removal,VAT Protocol in NYCHA Apt,40.794548,-73.944609,11,8,172,1016370001,East Harlem South
TRU5234QN18,03/26/2018 12:00:00 AM,03/18/2019 12:00:00 AM,Closed,No,35-34,42 Street,Queens,11101,,Commercial,4010887,00670,0033,,,,Alison Matuzak,"K.D. Hercules Group, Inc.",Eliema Inc.,Yes,Bsmt,,Pipe/joint insulation,20,Linear Feet,Removal,Tent,40.753857,-73.920962,1,26,157,4006700033,Astoria
TRU6194MN17,12/26/2017 12:00:00 AM,12/10/2018 12:00:00 AM,Closed,No,29,East 69th Street,Manhattan,10021,,Residence,1041305,01384,0028,,,,East 69th Street LLC  c/o Highgate Hotels,"Incinia Contracting, Inc.",Advanced Environmental Corp.,No,3rd,East Front Wall Area,Pipe Insulation,20,Linear Feet,Removal,Tent,40.769703,-73.966483,8,4,122,1013840028,Upper East Side-Carnegie Hill
TRU5033MN18,01/05/2018 12:00:00 AM,01/07/2019 12:00:00 AM,Closed,No,650,Academy St,Manhattan,10034,M052,School,1076776,02233,0020,,,,NYC School Construction Authority (NYCSCA),"M&N General Services, Inc.",Airtek Environmental Corporation,No,Basement,Fan Room- CrawlSpace,Debris,60,Square Feet,Cleanup,Tent,40.866053,-73.924835,12,10,291,1022330020,Marble Hill-Inwood
TRU5253BK18,02/28/2018 12:00:00 AM,02/15/2019 12:00:00 AM,Postponed,No,150,55TH STREET,Brooklyn,11220,,Hospital,3014856,00828,0001,,,,NYU HOSPITALS CENTER,PAR Environmental Corporation,"Environmental Planning & Management, Inc.",No,5,BIRTH ROOM 8,VAT & MASTIC,216,Square Feet,Removal,DEP Variance,40.646941,-74.02093,7,38,22,3008280001,Sunset Park West
TRU5178QN18,03/16/2018 12:00:00 AM,03/04/2019 12:00:00 AM,Submitted,No,97-11,Horace Harding Expressway,Queens,11368,Peru,Residence,4047334,01918,0107,,,,Peru Leasing LPj,Clean Air Abatement Inc.,Alamo Environmental Consulting Inc.,No,Roof,roof,Roofing Material,600,Square Feet,Removal,Exterior Foam,40.734921,-73.86245,4,21,455,4019180107,Corona
TRU5211BX18,04/03/2018 12:00:00 AM,03/01/2019 12:00:00 AM,Submitted,No,2175,Lacombe Avenue,Bronx,10473,"BW1519745 - Castle Hill, Bld. #8",Residence,2092630,03534,0001,,,,New York City Housing Authority (NYCHA),P & K Contracting Inc. dba Construction Concepts,Athenica Environmental Services Inc.,No,8,Exterior Faade  Elevations #1 - 20,Sills Contaminated with ACM Caulking,6,Square Feet,Removal,Exterior Vertical Surface,40.816904,-73.847623,9,18,86,2035340001,Soundview-Castle Hill-Clason Point-Harding Park
TRU5234BK18,02/19/2018 12:00:00 AM,02/14/2019 12:00:00 AM,Submitted,No,185,Ellery Street,Brooklyn,11206,P.S 148K,School,3048352,01726,0014,,,,NYC Dept of Education (NYCDOE),"D & S Restoration, Inc.","ATC Group Services, LLC",No,3rd,Room# 303,Wall Plaster,50,Square Feet,Repair,Tent,40.698869,-73.945042,3,36,257,3017260014,Bedford
TRU5194BX18,03/06/2018 12:00:00 AM,02/26/2019 12:00:00 AM,Submitted,No,11A-18B,Adler Place,Bronx,10475,,Residence,2100966,05141,0120,,,,Riverbay Corporation,"K.D. Hercules Group, Inc.","McCabe Environmental Services, L.L.C.",Yes,1-3,,Floor Mastic,8000,Square Feet,Repair,DEP Variance,,,,,,,
TRU5617MN18,04/09/2018 12:00:00 AM,03/15/2019 12:00:00 AM,Submitted,No,35,East 76th Street,Manhattan,10021,The Carlyle Hotel,Commercial,1041797,01391,0021,,,,Hotel Carlyle Owners Corp.,Pal Environmental Safety Corp.,"H.A. Bader Consultants, Inc.",No,15th,Guestroom# 1518,Flooring Paper,25,Square Feet,Removal,Tent,40.774267,-73.963285,8,4,130,1013910021,Upper East Side-Carnegie Hill
TRU5183BK18,02/15/2018 12:00:00 AM,02/06/2019 12:00:00 AM,Submitted,No,1957,Nostrand Avenue,Brooklyn,11210,P.S. 269K,School,3113780,04994,0023,,,,NYC School Construction Authority (NYCSCA),"D & S Restoration, Inc.","SAI Environmental Consultants, Inc.",No,1st,Room#119,Floor Tiles,782,Square Feet,Removal,Interior Foam,40.637711,-73.948159,17,45,788,3049940023,Flatbush
TRU5507MN18,03/12/2018 12:00:00 AM,03/04/2019 12:00:00 AM,Submitted,No,149,Madison Avenue,Manhattan,10016,,Commercial,1016997,00861,0057,,,,"Columbia Reit - 149 Madison, LLC",New York Insulation Inc.,"Quality Environmental Solutions & Technologies, In",No,10,Perimeter Probe - Columns 1 & 2,Vapor Barrier,10,Square Feet,Removal,Tent,40.746333,-73.983991,5,2,74,1008610057,Midtown-Midtown South
TRU6190MN17,12/26/2017 12:00:00 AM,12/10/2018 12:00:00 AM,Closed,No,17,West 54th St,Manhattan,10019,Rockefeller Apartments,Other,1080440,01270,0020,,,,17&24 Corp,Brooks Remediation Corporation,"Hillmann Consulting, LLC",No,Basement,17W Storage Bin Room A,Pipe Wrap,390,Linear Feet,Removal,DEP Variance,40.761405,-73.976222,5,4,104,1012700020,Midtown-Midtown South
TRU5217MN18,02/28/2018 12:00:00 AM,01/29/2019 12:00:00 AM,Submitted,No,216,WEST 62nd. STREET,Manhattan,10023,Amsterdam Houses Bldg. # 4 Contract BW1313869,Residence,1082577,01154,0101,,,,New York City Housing Authority (NYCHA),M.A.B. Renovation Group Corp.,"Warren & Panzer, Engineers, P.C",No,ROOF,Perimeter Parapet Mod A1-Elev 1 8,Bricks Contaminated with ACM Tar/ Flashing,3456,Square Feet,Removal,Exterior Vertical Surface,40.773259,-73.987974,7,6,151,1011540101,Lincoln Square
TRU5426BX17,12/11/2017 12:00:00 AM,12/06/2018 12:00:00 AM,Submitted,No,100,W. Mosholu Parkway S.,Bronx,10468,Dewitt Clinton HS (X440),School,2095215,03251,0201,,,,NYC School Construction Authority (NYCSCA),Adam's European Contracting inc.,Creative Environment Solutions Corporation,No,Roof #5,"Original Building, Roof #5",Cap Flashing Caulk,10,Square Feet,Removal,Exterior Vertical Surface,40.882178,-73.88691,7,11,409,2032510201,Van Cortlandt Village
TRU5617MN18,04/09/2018 12:00:00 AM,03/15/2019 12:00:00 AM,Submitted,No,35,East 76th Street,Manhattan,10021,The Carlyle Hotel,Commercial,1041797,01391,0021,,,,Hotel Carlyle Owners Corp.,Pal Environmental Safety Corp.,"H.A. Bader Consultants, Inc.",No,12th,Guestroom #1209-1210,Flooring Paper,50,Square Feet,Removal,DEP Variance,40.774267,-73.963285,8,4,130,1013910021,Upper East Side-Carnegie Hill
TRU5600MN18,04/09/2018 12:00:00 AM,03/14/2019 12:00:00 AM,Submitted,No,475,Fifth Avenue,Manhattan,10017,,Residence,1035328,01275,0069,,,,T-C 475 5th Avenue LLC,"Incinia Contracting, Inc.","Environmental Building Solutions, LLC",No,11th,West Window Lintel,Tar Waterproofing,20,Square Feet,Removal,Exterior Vertical Surface,40.752664,-73.98147,5,4,82,1012750069,Murray Hill-Kips Bay
TRU5138SI17,12/27/2017 12:00:00 AM,12/04/2018 12:00:00 AM,Submitted,No,1200,Manor Road,Staten Island,10314,R460,School,5146639,00955,0100,,,,NYC School Construction Authority (NYCSCA),ABC Construction Contracting Inc.,"Taylor Environmental Group, Inc.",No,2nd Floor,Room#273,Floor Fill Materials,12,Square Feet,Removal,Tent,40.596803,-74.124227,2,50,181,5009550100,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
TRU5643MN18,04/02/2018 12:00:00 AM,03/19/2019 12:00:00 AM,Submitted,No,18,West 18th Street,Manhattan,10011,,,1015426,00819,0056,,,,"17-18 Management Co, LLC c/o CA White, Inc.","Nova Development Group, Inc.",Enviro-Pro Unltd Corp.,No,7th,Electrical/IT Room Area,Floor Fill Material,20,Square Feet,Removal,Tent,40.738859,-73.99266,5,3,54,1008190056,Hudson Yards-Chelsea-Flatiron-Union Square
TRU6222MN17,12/22/2017 12:00:00 AM,12/13/2018 12:00:00 AM,Submitted,No,131,Avenue of the Americas,Manhattan,10013,M615,School,1007378,00491,0016,,,,NYC School Construction Authority (NYCSCA),ABC Construction Contracting Inc.,Airtek Environmental Corporation,No,4th Floor,Room #414,Wall Plaster,4,Square Feet,Removal,Tent,40.7244,-74.004625,2,3,37,1004910016,SoHo-TriBeCa-Civic Center-Little Italy
TRU5870BK17,03/16/2018 12:00:00 AM,12/21/2018 12:00:00 AM,Postponed,No,7305,FORT HAMILTON PARKWAY,Brooklyn,11228,IS 259 K,School,3148031,05923,0001,,,,NYC School Construction Authority (NYCSCA),"Insaren, Inc.","SAI Environmental Consultants, Inc.",No,SECOND,STAIR D,PIPE INSULATION,28,Linear Feet,Removal,DEP Variance,40.62668,-74.01512,10,43,206,3059230001,Dyker Heights
TRU5371BK18,03/27/2018 12:00:00 AM,03/07/2019 12:00:00 AM,Submitted,No,3246,Bayview Avenue,Brooklyn,11224,NYCHA Gravesend Bld. #5 - GR1508593,,3331086,06964,0002,,,,New York City Housing Authority (NYCHA),Maven Construction Corp.,Genesis Environmental Consultants Inc.,No,7,Exterior Facade - Elevation A - D,Window Lintel Caulking,10,Square Feet,Removal,Exterior Vertical Surface,40.580472,-73.999338,13,47,330,3069640002,Seagate-Coney Island
TRU5110BK18,01/31/2018 12:00:00 AM,01/22/2019 12:00:00 AM,Submitted,No,124,Carlton Avenue,Brooklyn,11205,"Whitman, Bld. #1 Contract BW1505369",,3335252,02041,0001,,,,New York City Housing Authority (NYCHA),APS Contractors Inc.,"Warren & Panzer, Engineers, P.C",No,1,Exterior Faade  Elevation #1 - 22,Window Caulking,25,Square Feet,Removal,Exterior Vertical Surface,40.69395,-73.97308,2,35,18501,3020410001,Fort Greene
TRU5050QN18,01/30/2018 12:00:00 AM,01/22/2019 12:00:00 AM,Closed,No,73-36,179th STREET,Queens,11366,N/A,Residence,4153920,07166,0043,,,,LUXURY DEVELOPMENT LLC,I-Con International,Abedas Global Solutions Inc.,No,GARAGE,DOOR,CEMENT BOARD,48,Square Feet,Removal,Tent,40.730435,-73.790741,8,24,1339,4071660043,Fresh Meadows-Utopia
TRU5766BK17,12/22/2017 12:00:00 AM,12/06/2018 12:00:00 AM,Submitted,No,180,7th Avenue,Brooklyn,11215,K321,School,3337516,00971,0028,,,,NYC School Construction Authority (NYCSCA),"M&N General Services, Inc.",Creative Environment Solutions Corporation,No,2nd Floor,Corridor,VAT,3940,Square Feet,Removal,Interior Foam,40.67146,-73.977783,6,39,155,3009710028,Park Slope-Gowanus
TRU5874BK17,12/23/2017 12:00:00 AM,12/21/2018 12:00:00 AM,Submitted,No,3816,Neptune Ave,Brooklyn,11224,,Residence,3259639,07002,0027,,,,Debra Packer,"Cid Construction Services, LLC","Green Path Environmental, Inc.",No,Second Fl,Living Room,Wall plaster,461,Square Feet,Removal,DEP Variance,40.576555,-74.00617,13,47,336,3070020027,Seagate-Coney Island
TRU5655MN18,03/28/2018 12:00:00 AM,03/20/2019 12:00:00 AM,Submitted,No,41,East 65th Street,Manhattan,10065,,,1041131,01380,0028,,,,Mid Century LLC,"Jabco Contracting, Inc.",IPR Associate & Environmental Incorporated,No,5th,NORTHEAST SIDE,PIPE INSULATION,15,Linear Feet,Removal,Tent,40.767167,-73.968238,8,4,122,1013800028,Upper East Side-Carnegie Hill
TRU5193BX18,02/23/2018 12:00:00 AM,02/25/2019 12:00:00 AM,Closed,No,103,Featherbed Lane,Bronx,10452,,Commercial,2008812,02876,0045,,,,Magenta Realty,Apex Development of NY,"McGriff Air Assessment, Inc.",No,1st,Store Front,Roofing Debris,600,Square Feet,Cleanup,Emergency Cleanup,40.846207,-73.91847,5,14,21502,2028760045,University Heights-Morris Heights
TRU5056MN18,04/02/2018 12:00:00 AM,01/09/2019 12:00:00 AM,Submitted,No,55,Water Street,Manhattan,10041,,Commercial,1083346,00032,7501,,,,New Water Street Corp.,Pal Environmental Safety Corp.,Advanced Environmental Corp,No,10th,Elevator Shaft Car#64,Fireproofing Overspray,12,Square Feet,Removal,Tent,40.703597,-74.009781,1,1,9,1000327501,Battery Park City-Lower Manhattan
TRU5362MN18,02/26/2018 12:00:00 AM,02/15/2019 12:00:00 AM,Closed,No,9,East 75th Street,Manhattan,10021,,Residence,1041687,01390,0010,,,,9 East 75th Street LLC,"The Asbestos Contractor, Inc.",Livingspring Environmental Services Inc.,No,1,Hallway,Plaster,800,Square Feet,Removal,Full Containment,40.774157,-73.964993,8,4,130,1013900010,Upper East Side-Carnegie Hill
TRU5863BK17,02/20/2018 12:00:00 AM,12/20/2018 12:00:00 AM,Closed,No,1600,Park Place,Brooklyn,11233,K191,School,3036635,01375,0012,,,,NYC School Construction Authority (NYCSCA),"M&N General Services, Inc.",Athenica Environmental Services Inc.,No,4th FL,Corridor,VAT,2560,Square Feet,Removal,Interior Foam,40.672005,-73.924329,8,41,359,3013750012,Crown Heights North
TRU5235QN18,04/25/2018 12:00:00 AM,03/18/2019 12:00:00 AM,Submitted,No,29-27,Queens Plaza North,Queens,11101,Queens Plaza Park,Commercial,4004872,00403,0009,,,,"QPP,LLC","ETS Contracting, Inc.",Langan Engineering Environmental Surveying and Lan,No,4,perimeter,window caulk,57,Square Feet,Removal,Exterior Vertical Surface,40.749915,-73.93663,1,26,33,4004030009,Queensbridge-Ravenswood-Long Island City
TRU5221BX18,03/12/2018 12:00:00 AM,03/04/2019 12:00:00 AM,Postponed,No,1675,Westchester Ave,Bronx,10472,,Commercial,2025407,03780,0001,,,,1675 Westchester Avenue HDFC,Tristate Cleaning Solutions Inc.,"A & B Inspection Services, Corp.",No,1st,East Side Of Building,Wall Tar,40,Square Feet,Removal,Exterior Vertical Surface,40.83023,-73.872089,9,18,64,2037800001,West Farms-Bronx River
TRU5339BK18,03/20/2018 12:00:00 AM,03/01/2019 12:00:00 AM,Submitted,No,2749,West 33rd Street,Brooklyn,11224,NYCHA Gravesend Bld. #2 - GR1508593,,3331094,06964,0002,,,,New York City Housing Authority (NYCHA),Maven Construction Corp.,Genesis Environmental Consultants Inc.,No,1,Exterior Facade - Elevation A - D,Contaminated Brick at Brick Replacement,152,Square Feet,Removal,Exterior Vertical Surface,40.578367,-74.000223,13,47,330,3069640002,Seagate-Coney Island
